Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
-1.3,-4.2,81.0,0.0,15.0,101.82,16.1,0
-1.8,-4.5,82.0,0.0,11.0,101.83,16.1,0
-2.3,-4.9,82.0,0.0,8.0,101.82,16.1,0
-2.5,-5.0,83.0,0.0,15.0,101.81,16.1,0
-2.8,-5.0,85.0,0.0,11.0,101.82,16.1,0
-2.5,-4.8,84.0,0.0,9.0,101.84,16.1,0
-2.4,-4.9,83.0,0.0,11.0,101.9,16.1,0
-2.0,-4.6,82.0,0.0,13.0,101.93,16.1,0
-0.7,-3.9,79.0,0.0,11.0,101.95,16.1,0
1.1,-2.8,75.0,0.0,5.0,101.94,16.1,0
1.9,-1.6,78.0,0.0,8.0,101.96,16.1,0
3.2,-1.8,70.0,0.0,11.0,101.95,16.1,0
2.8,-2.1,70.0,0.0,11.0,101.93,16.1,0
2.6,-1.6,74.0,0.0,8.0,101.89,16.1,0
2.7,-1.8,72.0,0.0,4.0,101.92,16.1,0
2.7,-1.7,73.0,0.0,8.0,101.96,16.1,0
2.4,-1.2,77.0,0.0,5.0,101.96,16.1,0
2.6,-1.2,76.0,0.0,8.0,101.98,16.1,0
3.2,-4.4,57.0,0.0,15.0,102.01,16.1,0
3.0,-4.8,57.0,0.0,22.0,102.09,16.1,0
2.5,-4.5,60.0,0.0,15.0,102.09,16.1,0
2.4,-3.1,67.0,0.0,21.0,102.08,16.1,0
2.4,-1.9,74.0,0.0,28.0,102.04,16.1,0
2.1,-1.4,77.0,0.0,35.0,102.06,16.1,0
1.9,-1.8,76.0,0.0,35.0,102.05,16.1,0
1.9,-1.4,79.0,0.0,26.0,102.04,16.1,0
1.7,-1.8,78.0,0.0,24.0,102.06,16.1,0
0.3,-3.4,76.0,0.0,26.0,102.02,16.1,0
0.2,-3.9,74.0,0.0,26.0,102.0,16.1,0
0.3,-3.4,76.0,0.0,28.0,102.02,16.1,0
0.6,-2.7,79.0,0.0,22.0,102.03,16.1,0
0.6,-2.8,78.0,0.0,24.0,102.01,16.1,0
0.8,-2.3,80.0,0.0,24.0,101.96,16.1,0
1.6,-1.7,79.0,0.0,21.0,101.96,16.1,0
2.4,-2.1,72.0,0.0,17.0,101.93,16.1,0
2.7,-2.5,69.0,0.0,17.0,101.85,16.1,0
3.4,-2.3,66.0,0.0,18.0,101.77,16.1,0
3.2,-1.7,70.0,0.0,22.0,101.71,16.1,0
3.3,-1.2,72.0,0.0,22.0,101.71,16.1,0
2.5,-1.7,74.0,0.0,24.0,101.64,16.1,0
2.1,-1.6,77.0,0.0,26.0,101.67,16.1,0
2.5,-1.0,78.0,0.0,26.0,101.66,16.1,0
2.1,-1.0,80.0,0.0,26.0,101.61,16.1,0
1.3,-1.6,81.0,0.0,24.0,101.61,16.1,0
1.3,-0.9,85.0,0.0,22.0,101.57,16.1,0
2.1,-0.2,85.0,0.0,30.0,101.48,16.1,0
1.8,-0.6,84.0,0.0,24.0,101.41,16.1,0
2.3,0.2,86.0,0.0,28.0,101.35,16.1,0
3.1,1.5,89.0,0.0,34.0,101.27,16.1,0
3.4,2.2,92.0,0.0,35.0,101.2,16.1,0
3.9,3.6,98.0,0.0,37.0,101.17,16.1,0
3.9,3.8,99.0,0.0,41.0,100.98,16.1,0
4.1,4.1,100.0,0.0,34.0,100.99,14.5,0
4.6,4.6,100.0,0.0,37.0,100.87,4.0,2
4.6,4.6,100.0,0.0,37.0,100.81,4.0,2
6.0,6.0,100.0,0.0,22.0,100.79,16.1,0
6.3,5.7,96.0,0.0,22.0,100.74,16.1,0
6.3,5.7,96.0,0.0,15.0,100.65,16.1,0
6.6,5.9,95.0,0.0,15.0,100.59,16.1,0
6.7,6.1,96.0,0.0,17.0,100.44,16.1,0
6.5,6.5,100.0,0.2,13.0,100.35,14.5,5
6.6,6.6,100.0,0.0,18.0,100.27,4.8,2
6.7,6.7,100.0,0.0,15.0,100.22,4.8,3
6.9,6.9,100.0,0.5,17.0,100.15,3.2,2
6.6,6.6,100.0,0.0,15.0,100.12,6.4,3
6.8,6.8,100.0,0.0,15.0,100.1,3.2,3
7.5,7.5,100.0,0.0,15.0,100.08,4.0,2
7.6,7.6,100.0,0.5,11.0,100.07,3.6,2
7.7,7.7,100.0,0.2,9.0,100.07,2.4,2
7.8,7.8,100.0,0.2,4.0,100.04,3.6,2
7.0,7.0,100.0,0.0,8.0,100.05,0.8,3
6.5,6.5,100.0,0.0,8.0,100.07,0.6,3
6.3,6.3,100.0,0.0,11.0,100.16,6.4,4
6.4,6.4,100.0,0.0,11.0,100.17,8.1,4
6.3,6.3,100.0,0.0,13.0,100.19,16.1,0
6.4,5.4,93.0,0.0,13.0,100.18,16.1,0
5.8,2.8,81.0,0.0,18.0,100.16,16.1,0
5.3,2.3,81.0,0.0,11.0,100.16,16.1,0
5.1,2.1,81.0,0.0,8.0,100.22,16.1,0
5.2,1.6,78.0,0.0,5.0,100.24,16.1,0
4.6,2.6,87.0,0.0,5.0,100.23,16.1,0
4.7,3.8,94.0,0.0,4.0,100.22,12.9,0
5.5,3.6,87.0,0.0,5.0,100.12,16.1,0
5.9,2.9,81.0,0.0,0.0,99.96,16.1,0
7.0,0.4,63.0,0.0,11.0,99.81,16.1,0
7.8,2.1,67.0,0.0,5.0,99.77,16.1,0
7.0,2.8,75.0,0.0,8.0,99.73,16.1,0
7.4,0.5,61.0,0.0,13.0,99.84,16.1,0
6.2,0.1,65.0,0.0,13.0,99.87,16.1,0
5.8,-0.5,64.0,0.0,9.0,99.82,16.1,0
5.6,0.0,67.0,0.0,8.0,99.91,16.1,0
5.3,-0.1,68.0,0.0,11.0,99.95,16.1,0
5.1,-0.1,69.0,0.0,11.0,99.97,16.1,0
4.4,0.2,74.0,0.0,11.0,99.94,16.1,0
4.0,0.1,75.0,0.0,13.0,99.99,16.1,0
3.4,-0.1,78.0,0.0,13.0,100.02,16.1,0
3.3,-0.3,77.0,0.0,15.0,100.05,16.1,0
3.7,-0.1,76.0,0.0,13.0,100.07,16.1,0
3.7,-0.1,76.0,0.0,15.0,100.12,16.1,0
3.6,0.4,80.0,0.0,8.0,100.16,16.1,0
4.0,0.9,80.0,0.0,9.0,100.21,16.1,0
4.0,0.7,79.0,0.0,13.0,100.31,16.1,0
4.1,0.6,78.0,0.0,21.0,100.42,16.1,0
4.0,0.7,79.0,0.0,18.0,100.5,16.1,0
4.5,0.9,77.0,0.0,15.0,100.57,16.1,0
5.3,1.2,75.0,0.0,24.0,100.63,16.1,0
6.1,0.9,69.0,0.0,32.0,100.7,16.1,0
6.5,1.3,70.0,0.0,30.0,100.7,16.1,0
6.7,0.2,63.0,0.0,26.0,100.75,16.1,0
6.7,-0.4,61.0,0.0,18.0,100.85,16.1,0
6.7,-1.0,58.0,0.0,26.0,100.91,16.1,0
6.1,0.4,67.0,0.0,26.0,101.03,16.1,0
5.7,-0.8,63.0,0.0,18.0,101.14,16.1,0
5.6,-0.3,66.0,0.0,9.0,101.25,16.1,0
5.6,0.6,70.0,0.0,30.0,101.31,16.1,0
4.8,-0.8,67.0,0.0,30.0,101.42,16.1,0
5.0,-0.3,69.0,0.0,15.0,101.48,16.1,0
4.7,1.0,77.0,0.0,18.0,101.5,16.1,0
5.3,0.1,69.0,0.0,26.0,101.48,16.1,0
5.5,0.2,69.0,0.0,22.0,101.52,16.1,0
5.6,0.4,69.0,0.0,26.0,101.45,16.1,0
5.5,0.2,69.0,0.0,26.0,101.46,16.1,0
5.4,0.3,70.0,0.0,28.0,101.51,16.1,0
5.3,-0.6,66.0,0.0,37.0,101.54,16.1,0
5.3,-0.2,67.0,0.0,34.0,101.64,16.1,0
5.3,0.7,72.0,0.0,28.0,101.72,16.1,0
5.2,0.0,69.0,0.0,28.0,101.81,16.1,0
5.3,0.1,69.0,0.0,26.0,101.92,16.1,0
5.4,0.6,71.0,0.0,24.0,101.97,16.1,0
5.7,0.5,69.0,0.0,24.0,102.03,16.1,0
5.3,1.2,75.0,0.0,26.0,102.11,16.1,0
5.5,1.4,75.0,0.0,26.0,102.11,14.5,0
6.3,0.4,66.0,0.0,18.0,102.16,16.1,0
6.2,0.7,68.0,0.0,22.0,102.19,16.1,0
6.2,0.5,67.0,0.0,15.0,102.22,16.1,0
6.0,1.5,73.0,0.0,18.0,102.31,16.1,0
6.0,0.6,68.0,0.0,21.0,102.4,16.1,0
5.9,0.6,69.0,0.0,17.0,102.43,16.1,0
5.9,0.6,69.0,0.0,15.0,102.51,16.1,0
5.7,0.6,70.0,0.0,17.0,102.58,16.1,0
5.4,1.9,78.0,0.0,17.0,102.63,16.1,0
5.5,0.6,70.0,0.0,17.0,102.66,16.1,0
5.1,0.7,73.0,0.0,18.0,102.69,16.1,0
5.0,0.3,72.0,0.0,15.0,102.76,16.1,0
4.7,1.2,78.0,0.0,15.0,102.75,11.3,0
4.3,1.2,80.0,0.0,21.0,102.74,8.1,4
3.9,1.1,82.0,0.0,18.0,102.79,8.1,4
3.2,0.8,84.0,0.0,17.0,102.78,8.1,3
3.0,1.1,87.0,0.0,17.0,102.81,6.4,3
2.6,1.0,89.0,0.0,15.0,102.85,4.8,3
2.5,1.9,96.0,0.0,15.0,102.92,4.8,3
2.4,2.4,100.0,0.0,13.0,102.97,4.8,3
2.8,2.7,99.0,0.0,18.0,103.0,4.8,3
3.9,1.9,87.0,0.0,13.0,103.01,4.8,3
4.4,2.4,87.0,0.0,9.0,102.99,6.4,3
5.4,3.6,88.0,0.0,9.0,102.94,6.4,3
6.2,3.8,85.0,0.0,17.0,102.87,8.1,3
6.4,3.7,83.0,0.0,15.0,102.83,9.7,3
6.6,4.0,83.0,0.0,15.0,102.8,11.3,0
6.0,3.7,85.0,0.0,13.0,102.8,9.7,3
5.5,3.8,89.0,0.0,17.0,102.79,8.1,3
5.2,4.3,94.0,0.0,17.0,102.79,8.1,3
4.9,3.4,90.0,0.0,21.0,102.78,9.7,3
4.3,3.0,91.0,0.0,22.0,102.75,8.1,3
4.0,4.0,100.0,0.0,15.0,102.73,6.4,3
3.4,2.3,93.0,0.0,11.0,102.68,6.4,3
3.2,3.2,100.0,0.0,13.0,102.64,6.4,3
4.8,4.8,100.0,0.0,8.0,101.2,8.1,3
4.6,4.6,100.0,0.0,13.0,101.16,8.1,4
4.6,4.6,100.0,0.0,9.0,101.15,6.4,3
4.6,4.6,100.0,0.0,15.0,101.15,9.7,3
4.6,4.6,100.0,0.0,11.0,101.1,9.7,3
4.4,4.4,100.0,0.0,9.0,101.09,14.5,0
4.5,4.2,98.0,0.0,13.0,101.09,12.9,0
4.1,3.8,98.0,0.0,13.0,101.06,11.3,0
4.3,0.3,75.0,0.0,18.0,101.03,16.1,0
4.7,0.5,74.0,0.0,17.0,101.05,16.1,0
4.5,1.0,78.0,0.0,18.0,101.14,16.1,0
4.6,1.1,78.0,0.0,18.0,101.08,14.5,0
5.2,1.4,77.0,0.0,13.0,100.96,16.1,0
5.5,1.8,77.0,0.0,13.0,100.83,16.1,0
5.2,1.3,76.0,0.0,8.0,100.81,16.1,0
5.4,1.2,74.0,0.0,11.0,100.79,16.1,0
4.9,1.1,76.0,0.0,9.0,100.79,16.1,0
5.0,1.7,79.0,0.0,8.0,100.77,16.1,0
5.4,1.9,78.0,0.0,5.0,100.74,16.1,0
5.6,2.1,78.0,0.0,8.0,100.73,14.5,0
5.4,2.6,82.0,0.0,11.0,100.7,14.5,0
5.4,3.1,85.0,0.0,9.0,100.66,11.3,0
5.5,3.2,85.0,0.0,13.0,100.61,12.9,0
5.4,3.4,87.0,0.0,5.0,100.57,9.7,3
8.9,6.0,82.0,0.0,0.0,99.5,16.1,0
8.7,6.2,84.0,0.0,13.0,99.39,16.1,0
8.7,6.2,84.0,0.0,15.0,99.38,16.1,0
8.6,6.1,84.0,0.0,22.0,99.42,16.1,0
7.0,7.0,100.0,0.0,13.0,99.43,16.1,0
7.5,5.5,87.0,0.0,17.0,99.47,16.1,0
7.4,5.7,89.0,0.0,24.0,99.51,16.1,0
6.9,6.0,94.0,0.0,24.0,99.53,16.1,0
7.5,6.0,90.0,0.0,34.0,99.53,16.1,0
7.8,6.3,90.0,0.0,34.0,99.55,14.5,0
8.8,6.1,83.0,0.0,37.0,99.53,16.1,0
9.6,5.8,77.0,0.0,30.0,99.59,16.1,0
9.8,5.8,76.0,0.0,37.0,99.53,16.1,0
11.5,3.9,60.0,0.0,43.0,99.57,16.1,0
11.7,3.2,56.0,0.0,41.0,99.63,16.1,0
12.0,2.5,52.0,0.0,37.0,99.75,16.1,0
11.2,2.5,55.0,0.0,28.0,99.92,16.1,0
10.5,1.9,55.0,0.0,35.0,100.09,16.1,0
9.4,2.3,61.0,0.0,28.0,100.2,16.1,0
8.6,2.4,65.0,0.0,18.0,100.35,16.1,0
7.9,2.4,68.0,0.0,22.0,100.47,16.1,0
7.0,2.4,72.0,0.0,13.0,100.55,16.1,0
6.6,2.2,73.0,0.0,15.0,100.6,16.1,0
5.4,3.4,87.0,0.0,9.0,100.65,16.1,0
9.2,5.6,78.0,0.0,24.0,98.66,16.1,0
8.4,5.7,83.0,0.0,26.0,98.77,16.1,0
8.3,5.3,81.0,0.0,30.0,98.78,16.1,0
8.7,5.1,78.0,0.0,32.0,98.82,16.1,0
8.5,5.1,79.0,0.0,30.0,98.89,16.1,0
8.7,5.1,78.0,0.0,35.0,98.96,16.1,0
8.8,5.4,79.0,0.0,37.0,99.09,16.1,0
8.9,5.7,80.0,0.0,37.0,99.21,16.1,0
9.5,4.3,70.0,0.0,37.0,99.4,16.1,0
9.5,3.8,67.0,0.0,28.0,99.54,16.1,0
8.6,2.8,67.0,0.0,30.0,99.62,16.1,0
8.4,2.8,68.0,0.0,26.0,99.72,16.1,0
8.1,2.7,69.0,0.0,24.0,99.85,16.1,0
6.3,2.3,75.0,0.0,26.0,100.0,16.1,0
6.0,1.4,72.0,0.0,18.0,100.17,16.1,0
5.0,1.3,77.0,0.0,21.0,100.3,16.1,0
4.6,0.7,76.0,0.0,18.0,100.43,16.1,0
4.2,-0.2,73.0,0.0,18.0,100.5,16.1,0
3.6,0.0,77.0,0.0,15.0,100.49,16.1,0
3.1,-0.4,78.0,0.0,8.0,100.62,16.1,0
2.7,-0.6,79.0,0.0,15.0,100.66,16.1,0
2.8,-0.6,79.0,0.0,11.0,100.71,16.1,0
2.9,-0.2,80.0,0.0,9.0,100.73,16.1,0
2.9,-0.2,80.0,0.0,5.0,100.81,16.1,0
2.7,0.4,85.0,0.0,11.0,100.83,16.1,0
2.6,0.5,86.0,0.0,9.0,100.94,16.1,0
2.4,0.4,87.0,0.0,15.0,100.91,16.1,0
2.2,1.4,94.0,0.0,18.0,100.95,16.1,0
2.0,1.3,95.0,0.0,21.0,100.95,6.4,3
2.7,2.0,95.0,0.2,21.0,101.0,11.3,5
3.1,2.2,94.0,0.0,26.0,100.98,16.1,5
3.5,2.6,94.0,0.0,22.0,100.99,16.1,0
4.1,3.1,93.0,0.0,26.0,100.93,16.1,0
4.6,3.2,90.0,0.0,18.0,100.9,16.1,0
4.7,3.2,90.0,0.0,18.0,100.77,16.1,0
4.9,2.4,84.0,0.0,17.0,100.71,16.1,0
4.8,1.8,81.0,0.0,17.0,100.6,16.1,0
4.9,2.0,81.0,0.0,18.0,100.5,16.1,0
4.6,2.8,88.0,0.0,24.0,100.48,16.1,0
4.8,3.3,90.0,0.0,26.0,100.37,16.1,0
5.5,3.2,85.0,0.0,22.0,100.31,16.1,0
6.0,3.7,85.0,0.0,22.0,100.18,16.1,0
6.0,3.9,86.0,0.0,22.0,100.04,16.1,0
6.1,4.3,88.0,0.0,22.0,99.99,16.1,0
6.1,4.6,90.0,0.0,17.0,99.88,16.1,0
6.2,4.7,90.0,0.0,18.0,99.82,16.1,5
6.3,5.0,91.0,0.2,15.0,99.78,16.1,5
6.2,5.4,95.0,0.5,15.0,99.69,16.1,5
6.5,5.1,91.0,0.0,13.0,99.66,16.1,0
6.5,5.5,93.0,0.0,13.0,99.67,16.1,5
6.5,5.5,93.0,0.0,11.0,99.63,16.1,0
6.8,5.5,91.0,0.0,13.0,99.64,16.1,5
6.3,5.3,93.0,0.0,8.0,99.63,16.1,0
6.7,5.8,94.0,0.0,5.0,99.65,16.1,0
7.2,6.0,92.0,0.0,8.0,99.67,16.1,0
7.8,6.9,94.0,0.0,18.0,99.67,12.9,0
7.8,6.6,92.0,0.0,13.0,99.67,16.1,0
8.5,5.4,81.0,0.0,22.0,99.66,16.1,0
9.1,3.7,69.0,0.0,21.0,99.59,16.1,0
9.0,2.3,63.0,0.0,21.0,99.61,16.1,0
8.5,0.6,58.0,0.0,22.0,99.58,16.1,0
8.3,0.1,56.0,0.0,21.0,99.58,16.1,0
7.2,-0.5,58.0,0.0,26.0,99.68,16.1,0
6.4,-1.2,58.0,0.0,22.0,99.75,16.1,0
5.5,-2.3,57.0,0.0,34.0,99.85,16.1,0
5.2,-1.7,61.0,0.0,22.0,99.87,16.1,0
4.7,-0.9,67.0,0.0,45.0,99.93,16.1,0
4.0,-1.8,66.0,0.0,26.0,99.98,16.1,0
3.6,-2.6,64.0,0.0,32.0,100.02,16.1,0
3.4,-2.5,65.0,0.0,26.0,100.05,16.1,0
3.2,-3.0,64.0,0.0,26.0,100.08,16.1,0
2.9,-3.9,61.0,0.0,30.0,100.11,16.1,0
2.7,-4.2,61.0,0.0,28.0,100.12,16.1,0
2.3,-4.6,60.0,0.0,24.0,100.15,16.1,0
1.9,-4.6,62.0,0.0,26.0,100.14,16.1,0
1.8,-4.9,61.0,0.0,18.0,100.16,16.1,0
1.7,-5.8,57.0,0.0,15.0,100.16,16.1,0
1.7,-5.5,59.0,0.0,26.0,100.18,16.1,0
1.6,-5.7,59.0,0.0,22.0,100.2,16.1,0
1.9,-5.0,60.0,0.0,21.0,100.18,16.1,0
2.2,-4.4,62.0,0.0,26.0,100.19,16.1,0
2.4,-4.5,61.0,0.0,26.0,100.17,16.1,0
2.7,-4.4,60.0,0.0,24.0,100.11,16.1,0
3.3,-4.8,56.0,0.0,30.0,99.98,16.1,0
3.5,-4.9,54.0,0.0,28.0,99.94,16.1,0
3.2,-5.6,53.0,0.0,28.0,99.92,16.1,0
2.7,-5.7,54.0,0.0,28.0,99.96,16.1,0
2.3,-4.4,61.0,0.0,34.0,99.99,16.1,0
1.8,-5.0,61.0,0.0,30.0,100.03,16.1,0
1.1,-4.0,69.0,0.0,35.0,100.09,16.1,5
0.9,-4.3,68.0,0.0,32.0,100.15,16.1,0
0.2,-6.0,63.0,0.0,34.0,100.18,16.1,0
0.2,-7.5,57.0,0.0,34.0,100.18,16.1,0
-0.5,-7.7,58.0,0.0,32.0,100.23,16.1,0
-1.0,-5.6,71.0,0.0,41.0,100.26,16.1,0
-1.5,-8.1,61.0,0.0,32.0,100.31,16.1,0
-1.8,-9.2,57.0,0.0,32.0,100.34,16.1,0
-1.4,-8.2,60.0,0.0,32.0,100.41,16.1,0
-1.3,-6.4,68.0,0.0,37.0,100.44,16.1,0
-1.5,-7.1,66.0,0.0,35.0,100.42,16.1,0
-2.1,-7.9,65.0,0.0,30.0,100.48,16.1,0
-1.9,-7.7,65.0,0.0,34.0,100.56,16.1,0
-1.7,-7.4,65.0,0.0,34.0,100.61,16.1,0
-1.6,-7.9,62.0,0.0,28.0,100.7,16.1,1
-1.5,-8.1,61.0,0.0,32.0,100.79,16.1,1
-1.4,-8.1,61.0,0.0,37.0,100.86,16.1,0
-0.9,-6.9,64.0,0.0,35.0,100.85,16.1,0
-1.0,-6.9,65.0,0.0,39.0,100.89,16.1,1
-0.6,-6.6,64.0,0.0,37.0,100.95,16.1,1
-0.7,-8.4,56.0,0.0,37.0,101.02,16.1,0
-0.6,-9.1,53.0,0.0,46.0,101.12,16.1,0
-0.8,-6.2,67.0,0.0,41.0,101.24,16.1,1
-0.6,-7.6,59.0,0.0,32.0,101.36,16.1,1
-0.6,-7.4,60.0,0.0,35.0,101.46,16.1,0
-0.4,-7.3,60.0,0.0,39.0,101.52,16.1,0
-0.3,-7.0,61.0,0.0,35.0,101.61,16.1,0
0.0,-6.9,60.0,0.0,32.0,101.64,16.1,0
0.0,-7.2,58.0,0.0,28.0,101.7,16.1,0
0.0,-7.0,59.0,0.0,24.0,101.79,16.1,0
-0.2,-7.9,56.0,0.0,26.0,101.84,16.1,0
-0.3,-7.4,59.0,0.0,28.0,101.92,16.1,0
-0.3,-7.2,60.0,0.0,24.0,102.0,16.1,0
-0.4,-7.1,61.0,0.0,13.0,102.03,16.1,0
-0.9,-7.4,62.0,0.0,21.0,102.04,16.1,0
-1.3,-7.5,63.0,0.0,18.0,102.14,16.1,0
-1.6,-7.3,66.0,0.0,13.0,102.16,16.1,0
-1.6,-7.0,67.0,0.0,9.0,102.14,16.1,0
-0.9,-4.5,77.0,0.0,17.0,102.19,16.1,0
-0.2,-4.7,72.0,0.0,18.0,102.15,16.1,0
1.1,-5.0,64.0,0.0,17.0,102.1,16.1,0
1.6,-4.1,66.0,0.0,17.0,101.93,16.1,0
2.0,-2.9,70.0,0.0,17.0,101.8,16.1,0
3.2,-1.3,73.0,0.0,13.0,101.69,16.1,0
4.0,-3.4,58.0,0.0,26.0,101.62,16.1,0
4.0,-3.3,59.0,0.0,26.0,101.57,16.1,0
4.1,-3.1,59.0,0.0,26.0,101.47,16.1,0
4.2,-3.2,59.0,0.0,17.0,101.4,16.1,0
4.2,-2.6,61.0,0.0,18.0,101.32,16.1,0
4.3,-1.9,64.0,0.0,18.0,101.2,16.1,0
4.7,0.2,72.0,0.0,15.0,101.08,16.1,0
5.4,0.4,70.0,0.0,22.0,100.96,16.1,0
5.6,0.1,68.0,0.0,18.0,100.9,16.1,0
6.0,-0.3,64.0,0.0,22.0,100.85,16.1,0
5.8,0.1,67.0,0.0,17.0,100.84,16.1,0
5.3,0.8,73.0,0.0,13.0,100.77,16.1,0
5.8,0.3,68.0,0.0,21.0,100.71,16.1,0
6.2,0.8,68.0,0.0,18.0,100.62,16.1,0
6.2,1.2,70.0,0.0,13.0,100.54,16.1,0
6.1,1.8,74.0,0.0,11.0,100.51,16.1,0
6.2,2.3,76.0,0.0,21.0,100.51,16.1,5
5.9,2.9,81.0,0.0,24.0,100.53,16.1,5
5.5,3.5,87.0,0.0,15.0,100.49,16.1,5
5.8,3.3,84.0,0.0,18.0,100.47,16.1,5
5.9,3.8,86.0,0.5,26.0,100.44,16.1,5
6.0,4.8,92.0,0.2,21.0,100.32,16.1,5
5.9,4.7,92.0,0.0,18.0,100.25,16.1,0
6.0,4.8,92.0,0.0,22.0,100.18,16.1,5
6.1,4.9,92.0,0.2,24.0,100.11,16.1,0
6.0,5.6,97.0,0.2,17.0,100.13,16.1,0
6.1,5.7,97.0,0.0,21.0,100.15,16.1,0
6.3,6.0,98.0,0.0,22.0,100.2,12.9,0
6.4,6.2,99.0,0.0,17.0,100.2,8.1,2
6.8,6.4,97.0,0.0,17.0,100.19,4.8,2
6.8,6.4,97.0,0.2,17.0,100.22,3.2,2
6.8,6.7,99.0,1.2,13.0,100.2,2.4,2
6.6,6.5,99.0,0.2,8.0,100.19,2.4,2
7.3,7.0,98.0,0.2,0.0,100.11,6.4,2
7.2,6.8,97.0,0.0,0.0,100.09,11.3,0
7.8,7.3,97.0,0.5,0.0,100.07,14.5,5
7.3,6.7,96.0,0.0,8.0,100.08,16.1,5
7.9,7.2,95.0,0.0,5.0,100.0,16.1,0
7.8,7.2,96.0,0.0,0.0,99.95,16.1,0
8.1,7.5,96.0,0.0,4.0,99.94,16.1,0
7.3,7.0,98.0,0.0,8.0,99.94,8.1,3
8.4,8.0,97.0,0.0,8.0,99.94,14.5,0
7.9,7.5,97.0,0.0,11.0,99.87,11.3,0
8.4,7.8,96.0,0.0,8.0,99.92,12.9,0
8.5,7.9,96.0,0.2,9.0,99.86,12.9,5
8.8,8.4,97.0,0.0,4.0,99.85,14.5,5
8.8,8.4,97.0,0.0,9.0,99.87,11.3,0
9.3,8.7,96.0,0.0,9.0,99.92,8.1,3
8.9,8.0,94.0,0.0,8.0,99.98,12.9,0
8.7,7.3,91.0,0.0,13.0,100.09,16.1,0
8.5,7.1,91.0,0.0,9.0,100.2,16.1,0
7.5,6.5,93.0,0.0,9.0,100.34,11.3,0
6.9,6.4,96.0,0.0,8.0,100.39,6.4,3
7.2,6.5,95.0,0.0,8.0,100.52,6.4,3
8.5,6.9,89.0,0.0,11.0,100.55,16.1,0
5.6,5.2,98.0,0.0,4.0,100.62,9.7,3
6.5,5.6,94.0,0.0,8.0,100.7,12.9,0
6.5,5.6,94.0,0.0,5.0,100.7,14.5,0
4.2,4.1,99.0,0.0,4.0,100.66,2.8,3
4.8,4.8,100.0,0.0,8.0,100.64,0.2,3
5.2,5.2,100.0,0.2,8.0,100.71,0.2,3
6.3,6.3,100.0,0.0,11.0,100.62,0.2,3
6.5,6.5,100.0,0.0,15.0,100.61,1.2,3
6.1,6.1,100.0,0.0,17.0,100.56,0.4,3
6.0,6.0,100.0,0.0,22.0,100.52,0.8,3
6.0,6.0,100.0,0.0,28.0,100.53,0.8,3
7.0,7.0,100.0,0.0,26.0,100.47,6.4,3
7.8,7.7,99.0,0.0,24.0,100.41,9.7,3
7.8,7.4,97.0,0.0,32.0,100.28,9.7,3
7.6,7.2,97.0,0.0,30.0,100.17,11.3,0
8.2,7.6,96.0,0.0,30.0,100.05,16.1,0
9.0,8.1,94.0,0.0,30.0,99.91,16.1,0
9.0,7.9,93.0,0.0,28.0,99.81,16.1,0
8.7,7.8,94.0,0.0,30.0,99.71,16.1,0
9.3,8.1,92.0,0.0,26.0,99.6,16.1,0
9.7,8.8,94.0,0.0,22.0,99.5,16.1,0
9.7,9.3,97.0,0.0,22.0,99.36,16.1,0
10.2,9.3,94.0,0.0,26.0,99.27,16.1,0
9.8,9.0,95.0,0.0,22.0,99.2,16.1,0
11.4,10.2,92.0,0.0,18.0,99.17,16.1,0
11.6,10.0,90.0,0.0,17.0,99.07,16.1,0
11.2,10.0,92.0,0.0,13.0,99.09,16.1,0
9.2,8.6,96.0,0.8,18.0,98.83,16.1,0
10.7,9.5,92.0,0.0,0.0,98.9,16.1,0
9.8,9.0,95.0,0.0,9.0,98.98,16.1,0
9.4,8.3,93.0,0.0,13.0,98.99,16.1,0
10.3,8.9,91.0,0.0,24.0,99.04,16.1,0
9.5,8.3,92.0,0.0,26.0,99.16,16.1,0
9.7,8.1,90.0,0.0,28.0,99.29,16.1,0
11.2,8.1,81.0,0.0,43.0,99.43,16.1,0
11.0,7.0,76.0,0.0,34.0,99.64,16.1,0
12.5,3.2,53.0,0.0,37.0,99.88,16.1,0
11.5,2.0,52.0,0.0,50.0,100.05,16.1,0
10.8,2.1,55.0,0.0,32.0,100.12,16.1,0
9.9,3.2,63.0,0.0,30.0,100.19,16.1,0
8.3,3.4,71.0,0.0,34.0,100.26,16.1,0
9.4,1.6,58.0,0.0,35.0,100.41,16.1,0
9.9,1.5,56.0,0.0,35.0,100.64,16.1,0
7.7,2.9,72.0,0.0,21.0,100.69,16.1,0
6.8,3.3,78.0,0.0,22.0,100.75,16.1,0
5.8,3.5,85.0,0.0,8.0,100.86,16.1,0
6.0,3.9,86.0,0.0,18.0,100.9,16.1,0
6.0,3.7,85.0,0.0,26.0,100.96,16.1,0
5.7,4.0,89.0,0.0,11.0,100.99,16.1,0
7.1,2.2,71.0,0.0,18.0,101.0,16.1,0
5.9,3.6,85.0,0.0,15.0,101.03,16.1,0
5.9,3.8,86.0,0.0,11.0,101.04,16.1,0
6.0,4.0,87.0,0.0,15.0,101.15,16.1,0
5.9,3.9,87.0,0.0,5.0,101.08,16.1,0
5.6,4.4,92.0,0.0,4.0,101.05,16.1,5
